"Statistic Label","Year","Nace Rev 2 Activity","UNIT","VALUE"
"Purchases - Industrial services","2011","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2011","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2011","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2011","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2011","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2011","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2011","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2011","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2011","Other specialised construction activities (439)","Euro Thousand",""
"Purchases - Industrial services","2011","Construction (41 to 43)","Euro Thousand",""
"Purchases - Industrial services","2012","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2012","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2012","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2012","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2012","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2012","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2012","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2012","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2012","Other specialised construction activities (439)","Euro Thousand",""
"Purchases - Industrial services","2012","Construction (41 to 43)","Euro Thousand",""
"Purchases - Industrial services","2013","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2013","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2013","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2013","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2013","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2013","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2013","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2013","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2013","Other specialised construction activities (439)","Euro Thousand",""
"Purchases - Industrial services","2013","Construction (41 to 43)","Euro Thousand",""
"Purchases - Industrial services","2014","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2014","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2014","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2014","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2014","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2014","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2014","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2014","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2014","Other specialised construction activities (439)","Euro Thousand",""
"Purchases - Industrial services","2014","Construction (41 to 43)","Euro Thousand",""
"Purchases - Industrial services","2015","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2015","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2015","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2015","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2015","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2015","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2015","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2015","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2015","Other specialised construction activities (439)","Euro Thousand",""
"Purchases - Industrial services","2015","Construction (41 to 43)","Euro Thousand",""
"Purchases - Industrial services","2016","Development of building projects (411)","Euro Thousand",""
"Purchases - Industrial services","2016","Construction of residential and non-residential buildings (412)","Euro Thousand",""
"Purchases - Industrial services","2016","Construction of roads and railways (421)","Euro Thousand",""
"Purchases - Industrial services","2016","Construction of utility projects (422)","Euro Thousand",""
"Purchases - Industrial services","2016","Construction of other civil engineering projects (429)","Euro Thousand",""
"Purchases - Industrial services","2016","Demolition and site preparation (431)","Euro Thousand",""
"Purchases - Industrial services","2016","Electrical, plumbing and other construction installation activities (432)","Euro Thousand",""
"Purchases - Industrial services","2016","Building completion and finishing (433)","Euro Thousand",""
"Purchases - Industrial services","2016","Other specialised construction activities (439)","Euro Thousand",""
